frame,elapsed_s,total_ms,det_ms,recog_ms,had_face
1,0.12,0.0,0.0,0.0,0
2,0.134,0.0,0.0,0.0,0
3,0.154,0.0,0.0,0.0,0
4,0.173,0.0,0.0,0.0,0
5,0.191,0.0,0.0,0.0,0
6,0.21,0.0,0.0,0.0,0
7,0.227,0.0,0.0,0.0,0
8,0.243,0.0,0.0,0.0,0
9,0.26,0.0,0.0,0.0,0
10,0.278,0.0,0.0,0.0,0
11,0.296,0.0,0.0,0.0,0
12,0.314,0.0,0.0,0.0,0
13,0.332,0.0,0.0,0.0,0
14,0.351,0.0,0.0,0.0,0
15,0.371,0.0,0.0,0.0,0
16,0.399,0.0,0.0,0.0,0
17,0.415,0.0,0.0,0.0,0
18,0.433,0.0,0.0,0.0,0
19,0.451,0.0,0.0,0.0,0
20,0.471,0.0,0.0,0.0,0
21,0.488,0.0,0.0,0.0,0
22,0.516,0.0,0.0,0.0,0
23,0.533,0.0,0.0,0.0,0
24,0.55,0.0,0.0,0.0,0
25,0.57,0.0,0.0,0.0,0
26,0.587,0.0,0.0,0.0,0
27,0.605,0.0,0.0,0.0,0
28,0.622,0.0,0.0,0.0,0
29,0.639,0.0,0.0,0.0,0
30,0.656,0.0,0.0,0.0,0
31,0.673,0.0,0.0,0.0,0
32,0.69,0.0,0.0,0.0,0
33,0.712,0.0,0.0,0.0,0
34,0.729,0.0,0.0,0.0,0
35,0.746,0.0,0.0,0.0,0
36,0.763,0.0,0.0,0.0,0
37,0.781,0.0,0.0,0.0,0
38,0.799,0.0,0.0,0.0,0
39,0.828,0.0,0.0,0.0,0
40,0.844,0.0,0.0,0.0,0
41,0.881,0.0,0.0,0.0,0
42,0.899,0.0,0.0,0.0,0
43,0.916,0.0,0.0,0.0,0
44,0.945,0.0,0.0,0.0,0
45,0.974,0.0,0.0,0.0,0
46,1.002,0.0,0.0,0.0,0
47,1.019,0.0,0.0,0.0,0
48,1.046,0.0,0.0,0.0,0
49,1.075,0.0,0.0,0.0,0
50,1.102,0.0,0.0,0.0,0
51,1.131,0.0,0.0,0.0,0
52,1.159,0.0,0.0,0.0,0
53,1.177,0.0,0.0,0.0,0
54,1.194,0.0,0.0,0.0,0
55,1.212,0.0,0.0,0.0,0
56,1.23,0.0,0.0,0.0,0
57,1.258,0.0,0.0,0.0,0
58,1.286,0.0,0.0,0.0,0
59,1.313,0.0,0.0,0.0,0
60,1.343,0.0,0.0,0.0,0
61,1.371,0.0,0.0,0.0,0
62,1.4,0.0,0.0,0.0,0
63,1.416,0.0,0.0,0.0,0
64,1.434,0.0,0.0,0.0,0
65,1.462,0.0,0.0,0.0,0
66,1.48,0.0,0.0,0.0,0
67,1.508,0.0,0.0,0.0,0
68,1.526,0.0,0.0,0.0,0
69,1.542,0.0,0.0,0.0,0
70,1.57,0.0,0.0,0.0,0
71,1.588,0.0,0.0,0.0,0
72,1.605,0.0,0.0,0.0,0
73,1.622,0.0,0.0,0.0,0
74,1.639,0.0,0.0,0.0,0
75,1.656,0.0,0.0,0.0,0
76,1.674,0.0,0.0,0.0,0
77,1.702,0.0,0.0,0.0,0
78,1.72,0.0,0.0,0.0,0
79,1.749,0.0,0.0,0.0,0
80,1.766,0.0,0.0,0.0,0
81,1.784,0.0,0.0,0.0,0
82,1.802,0.0,0.0,0.0,0
83,1.82,0.0,0.0,0.0,0
84,1.838,0.0,0.0,0.0,0
85,1.854,0.0,0.0,0.0,0
86,1.873,0.0,0.0,0.0,0
87,1.9,0.0,0.0,0.0,0
88,1.918,0.0,0.0,0.0,0
89,1.935,0.0,0.0,0.0,0
90,1.952,0.0,0.0,0.0,0
91,1.97,0.0,0.0,0.0,0
92,1.988,0.0,0.0,0.0,0
93,2.016,0.0,0.0,0.0,0
94,2.033,0.0,0.0,0.0,0
95,2.052,0.0,0.0,0.0,0
96,2.071,0.0,0.0,0.0,0
97,2.099,0.0,0.0,0.0,0
98,2.117,0.0,0.0,0.0,0
99,2.136,0.0,0.0,0.0,0
100,2.153,0.0,0.0,0.0,0
101,2.171,0.0,0.0,0.0,0
102,2.189,0.0,0.0,0.0,0
103,2.207,0.0,0.0,0.0,0
104,2.225,0.0,0.0,0.0,0
105,2.242,0.0,0.0,0.0,0
106,2.26,0.0,0.0,0.0,0
107,2.277,0.0,0.0,0.0,0
108,2.306,0.0,0.0,0.0,0
109,2.325,0.0,0.0,0.0,0
110,2.341,0.0,0.0,0.0,0
111,2.358,0.0,0.0,0.0,0
112,2.375,0.0,0.0,0.0,0
113,2.404,0.0,0.0,0.0,0
114,2.433,0.0,0.0,0.0,0
115,2.451,0.0,0.0,0.0,0
116,2.486,1751.76,1704.02,46.73,1
117,2.509,1751.76,1704.02,46.73,1
118,2.527,1751.76,1704.02,46.73,1
119,2.544,1751.76,1704.02,46.73,1
120,2.562,1751.76,1704.02,46.73,1
121,2.588,102.93,54.82,46.74,1
122,2.606,102.93,54.82,46.74,1
123,2.623,102.93,54.82,46.74,1
124,2.652,102.93,54.82,46.74,1
125,2.671,99.05,51.74,45.31,1
126,2.693,99.05,51.74,45.31,1
127,2.71,99.05,51.74,45.31,1
128,2.726,99.05,51.74,45.31,1
129,2.743,99.05,51.74,45.31,1
130,2.762,99.05,51.74,45.31,1
131,2.784,96.92,49.86,46.02,1
132,2.8,96.92,49.86,46.02,1
133,2.83,96.92,49.86,46.02,1
134,2.847,96.92,49.86,46.02,1
135,2.867,96.92,49.86,46.02,1
136,2.891,98.43,51.46,46.98,1
137,2.908,98.43,51.46,46.98,1
138,2.935,98.43,51.46,46.98,1
139,2.965,98.43,51.46,46.98,1
140,2.987,99.49,52.12,45.36,1
141,3.003,99.49,52.12,45.36,1
142,3.033,99.49,52.12,45.36,1
143,3.05,99.49,52.12,45.36,1
144,3.067,99.49,52.12,45.36,1
145,3.101,99.27,52.04,46.23,1
146,3.119,99.27,52.04,46.23,1
147,3.136,99.27,52.04,46.23,1
148,3.153,99.27,52.04,46.23,1
149,3.17,99.27,52.04,46.23,1
150,3.194,101.3,52.87,47.43,1
151,3.212,101.3,52.87,47.43,1
152,3.228,101.3,52.87,47.43,1
153,3.246,101.3,52.87,47.43,1
154,3.262,101.3,52.87,47.43,1
155,3.281,101.3,52.87,47.43,1
156,3.305,99.71,52.62,46.09,1
157,3.323,99.71,52.62,46.09,1
158,3.34,99.71,52.62,46.09,1
159,3.368,99.71,52.62,46.09,1
160,3.385,99.71,52.62,46.09,1
